title,author,condition,price
The Economy of Pakistan,by J. Russell Andrus,Rare Books,£21.29
Politics in Southern Asia,by Saul Rose,Rare Books,£9.89
Social Problems And Social Disorganisation In India,by C.B.Mamoria,Rare Books,£16.19
Caste And Race: Comparative Approaches,by A.De Reuck & J.Knight,Rare Books,£13.59
"Tonala: Conservatism, Responsibility and Authority in a Mexican Town",by May N. Diaz,Rare Books,£16.19
The Wolf That Never Sleeps - A Story Of Baden-Powell.,by De Beaumont Marguerite,Rare Books,£5.89
Anchors Aweigh,by Keith Poolman,Rare Books,£4.99
Containing the Arms Race,by Jeremy J. Stone,Rare Books,£7.79
The Young Offender,by D.J.West,Rare Books,£18.89
You And Your Brain,by Judith Groch,Rare Books,£6.49
Operation Blitzkrieg,by H.J. Rowland,Rare Books,£7.69
Neither War Nor Peace: the Struggle for Power in the Postwar Years,by H. Seton-Watson,Rare Books,£7.79
Modern Adventures Under The Sea,by Patrick Pringle,Rare Books,£6.99
1914,by James Cameron,Rare Books,£9.19
"American Armoured Cars, 1940-1945","by Chris Ellis, Peter Chamberlain",Rare Books,£6.29
Order! Order!: A Parliamentary Miscellany,by Robert Rogers,Rare Books,£7.79
Warships of World War 1: No. 3: Destroyers,by H.M. Le Fleming,Rare Books,£4.99
Antarctic Raider,by W. R. D. McLaughlin,Rare Books,£4.99
Special Correspondent.,by Jean Stroud,Rare Books,£6.49
How to Free Yourself from Nervous Tension,by Samuel W Gutwirth,Rare Books,£8.19
Opposition: Past and Present of a Political Institution,by Ghita Ionescu and Isabel de Madariaga,Rare Books,£6.49
Destroyer's War: a Million Miles,by A. D. Divine,Rare Books,£6.49
The Sky's the Limit,by J. M. Spaight,Rare Books,£6.39
"The Saint, the Surfer and the CEO: A Remarkable Story about Living Your Heart's Desires",by Robin Sharma,Rare Books,£15.19
State Politics In India,by Various s,Rare Books,£9.89
First Lessons In War.,by Spenser Wilkinson,Rare Books,£10.89
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The new politics of home: housing, gender and care in times of crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
"The New Politics of Home: Housing, Gender and Care in Times of Crisis",by Eleanor Jupp,Rare Books,£7.49
The Army from September 1939 to December 1940,by Major F. Yeats-Brown,Rare Books,£7.69
War Stories,by Peter Snow and Ann MacMillan,Rare Books,£12.19
"Today In Egypt, Its Administration, People And Politics. .",by Alfred Cunningham,Rare Books,£10.89
Dreiser And The Land Of The Free,by Dorothy Dudley,Rare Books,£6.29
HMS Ulysses,by Alistair MacLean,Rare Books,£5.49
King's Cross to Waverley,by Timoleon,Rare Books,£14.49
France: A Short History of its Politics Literature and Art From Earliest Times to the Present.,by Henry Dwight Sedgwick,Rare Books,£8.59
Our Sea Power: Its Story and Its Meaning,by Joseph James Clark,Rare Books,£12.99
Stretch Off the Land,by G. Stewart Bowles,Rare Books,£7.29
History of the 359 Medium Regiment R.A 1859-1959,by Unstated,Rare Books,£13.99
The Second World War Volume V - Germany Drives East,by Winston S. Churchill,Rare Books,£5.49
War in the Pacific Volume I,by Jerome T. Hagen,Rare Books,£9.49
Lost Battlefields of Britain,by Martin Hackett,Rare Books,£6.59
"The Siege of Atlanta, 1864",by Samuel Carter,Rare Books,£7.29
"Bomber: Events Relating to the Last Flight of an RAF Bomber Over Germany on the Night of June 31st, 1943",by Len Deighton,Rare Books,£10.89
Law And Warfare - Studies In The Anthropology Of Conflict,by Paul Bohannan (ed.),Rare Books,£6.69
The Development of European Polity,by Henry Sidgwick,Rare Books,£7.29
Childhood and Adolescence,by J.A. Hadfield,Rare Books,£5.49
Fighting Vehicles And Weapons Of The Modern British Army,by Stevenson Pugh,Rare Books,£7.49
"The Second World War 8, Victory in Africa",by Winston S. Churchill,Rare Books,£4.49
Prospect of Political Economy,by Henry Smith,Rare Books,£6.89
Guy Gibson,by Edmund Burke,Rare Books,£14.89
The Luck Of The Secret Service,by William Le Queux,Rare Books,£14.49
Class and Class Conflict in an Industrial Society,by Ralf Dahrendorf,Rare Books,£6.09
Portrait of India,by Ved Mehta,Rare Books,£4.49
The Rise And Fall Of The Ex-Socialist Government,by Christopher Hollis,Rare Books,£6.79
Ruskin's Politics,by Bernard Shaw,Rare Books,£3.89
The Social Psychology of Industry,by J. A. C.Brown,Rare Books,£4.49
Protest or Power?: Study of the Labour Party,by Margaret Stewart,Rare Books,£3.89
News Of Battle,by E.H.Currey,Rare Books,£6.39
Follow Me To Glory,by Will Hutchison,Rare Books,£4.99
Fear and Depression; Their Causes and Self-Treatment,by A Medical Psychologist,Rare Books,£15.89
Brute Force,by Andy McNab,Rare Books,£4.49
Visa for Poland,by K. S. Karol,Rare Books,£4.49
Succession in India,by Michael Brecher,Rare Books,£10.49
"A Hundred Eminent Congregationalists, 1530-1924",by Albert Peel,Rare Books,£7.09
The Royal New South Wales Lancers 1885-1960,by P.V. Vernon (ed.),Rare Books,£9.69
50 Famous Tanks,"by George Bradford, Len Morgan",Rare Books,£3.89
"A Breviate of Parliamentary Papers, 1917-1939",by P Ford,Rare Books,£5.69
The Parliamentary Debates Fourth Series Volume LV 1898,by Various,Rare Books,£15.19
The Parliamentary Debates Fourth Series Volume XXIV 1894,by Various,Rare Books,£15.19
The Parliamentary Debates Fourth Series Volume XI 1893,by Various,Rare Books,£15.19
Great Regiments,by Vezio Melegari,Rare Books,£5.09
Who Cares Wins,by Alastair Chisholm,Rare Books,£4.29
Scottish Pageantry,by Albert Mackie,Rare Books,£4.99
"The Royal Air Force in Pictures , including Aircraft of the Fleet Air Arm",by Major Oliver Stewart,Rare Books,£4.49
Republic of South Africa and High Commission Territories,by Lord Hailey,Rare Books,£3.89
The Millionth Chance; the Story of the R.101,by James Leasor,Rare Books,£5.69
Bridge Green Farm Girl,by Caroline Simmons,Rare Books,£4.49
"War Machine (A Combat K Novel, 1)",by Andy Remic,Rare Books,£7.29
The House of Commons,by Martin Lindsay,Rare Books,£4.69
Combined Operations 1940-1942,by Unstated,Rare Books,£4.49
Der Verfehlte Mensch,by Roland Nitsche,Rare Books,£4.89
Bombardment Aviation,by Keith Ayling,Rare Books,£6.89
It Was My Privilege,by Huw Thomas Edwards,Rare Books,£3.89
Government and Politics in Tribal Societies,by I. Schapera,Rare Books,£6.59
Schizophrenia,by Michael O'higgins,Rare Books,£15.29
"Imperialism: The Story & Significance of a Political Word, 1840–1960","by R. Koebner, H. D. Schmidt",Rare Books,£21.49
Fidelity?,by Kenneth Hemingway,Rare Books,£5.29
British Pressure Groups,by J. D. Stewart,Rare Books,£7.09
"The New Radicals: a Report With Documents, Sponsored by the Center for the Study of Democratic Institutions",by P.Jacobs,Rare Books,£4.59
Politics and Government at Home and Abroad,by William A. Robson,Rare Books,£5.79
First Principles of Working-Class Education,by Jakes Clunie,Rare Books,£17.39
Lobbyists,by James Deakin,Rare Books,£18.69
People and the Countryside,by H. E. Bracey,Rare Books,£5.89
Toward A New Psychology Of Gender: A Reader,by Mary M. Gergen & Sara N. Davis,Rare Books,£6.59
The Refugee and the World Community,by John George Stoessinger,Rare Books,£10.79
Marxism: 100 Years in the Life of a Doctrine,by Bertram David Wolfe,Rare Books,£4.89
The Strategy of Social Enquiry,by John Wakeford,Rare Books,£4.99
Alamein and the Desert War,by Derek Jewell (Ed.),Rare Books,£5.29
Crowdocracy: The End of Politics (Wicked and Wise) (Wicked & Wise),by Alan Watkins,Rare Books,£5.39
The Moral Challenge Of Communism,by William E. Barton,Rare Books,£4.29
Clinical Child Psychiatry,by Kenneth Soddy,Rare Books,£13.19
The Great War,by Cyril Bentham Falls,Rare Books,£7.29
Chemical Exchanges in Man,by B.F.Matthews,Rare Books,£4.79
South Africa To-Day and To-Morrow,by R. J. M. Goold-Adams,Rare Books,£17.79
Canada Fights An American Democracy at War,by John W Dafoe (Ed.),Rare Books,£13.99
Iron Times with the Guards,"by An ""O. E.""",Rare Books,£10.99
Social Life In Britain From The Conquest To The Reformation,by G. G. Coulton,Rare Books,£6.29
In the Fourth Year: Anticipations of a World Peace,by H. G. Wells,Rare Books,£6.89
An Introduction to Ethics,by William Lillie,Rare Books,£5.39
Cassino: Portrait of a Battle,by Fred Majdalany,Rare Books,£19.89
Hack Attack: How the Truth Caught Up With Rupert Murdoch,by Nick Davies,Rare Books,£12.09
Training For War Games,by Len Woodrup,Rare Books,£15.69
Handbook of Social Studies,by Joan Dray and David Jordan,Rare Books,£6.39
Germanys Defeat In The East,by Col. E. Lederrey,Rare Books,£7.59
The Origin Of Russian Communism.,by Nicolas Berdyaev,Rare Books,£19.19
Britain And The Middle East From The Earliest Times to 1950,by Sir Bullard,Rare Books,£15.49
Some Reflections On Genius,by Russell Brain,Rare Books,£6.39
The Story Of The American Civil War (Men and events series),by A.F. Alington,Rare Books,£6.29
The Secretaries of State 1681-1782,by Mark A.Thomson,Rare Books,£9.19
Nationalisation in British Politics,by E.Eldon Barry,Rare Books,£9.69
Science and the Concept of Race,"by Mead, M Et All.",Rare Books,£10.59
Cicero's Offices,by Cicero,Rare Books,£8.49
The Development of Political Ideas,by F. J. C. Hearnshaw,Rare Books,£8.49
"Vietnam Task The 5th Battalion, Royal Australian Regiment",by Robert J O'Neill,Rare Books,£26.99
Daily Life In Ancient Rome: The People And The City At The Height Of The Empire,by Jerome Carcopino,Rare Books,£8.89
The Psycho-Analytical Approach to Juvenile Delinquency,by Kate Friedlander,Rare Books,£7.39
"Race Attitudes In South Africa;: Historical, Experimental, And Psychological Studies",by I. D. MacCrone,Rare Books,£18.69
Counterpower - Making Change Happen,by Tim Gee,Rare Books,£6.19
A Shield About Me,by Muriel Chesler (Ed.),Rare Books,£7.39
The Moon Upside Down,by David Wehl,Rare Books,£5.59
World Class Thinking World Class Behaviour,by Penny Mallory,Rare Books,£8.29
Constitutionalism in America: Origin and Evolution of Its Fundamental Ideas,by Arthur E. Sutherland,Rare Books,£20.29
Germanys Stepchildren,by Solomon Liptzin,Rare Books,£10.89
"Political Tracts, 1711-1713",by Jonathan Swift,Rare Books,£20.29
Urban Challenge of Government: International Comparison of Thirteen Cities,by Annmarie Hauck Walsh,Rare Books,£6.29
The War With Japan: A Concise History,by Charles Bateson,Rare Books,£6.89
Fishermen at War,by Leo Walmsley,Rare Books,£5.99
The International Union Of The Hague Conferences,by Walther Schucking,Rare Books,£10.59
"U.S. Marines in Vietnam: The Landing and the Buildup, 1965","by Jack Shulimson, Major Charles M. Johnson",Rare Books,£14.69
U.S. Marines in Vietnam; An Expanding War 1966,by Jack Shulimson,Rare Books,£17.89
A Girl Survives,by Ute Vallance,Rare Books,£14.99
The Irish parliament in the Middle Ages,by H.G.Richardson,Rare Books,£22.79
Attitudes: Selected Readings (Modern Psychology Readings),by Various s,Rare Books,£4.79
Family and Class in a London Suburb,by Peter Willmott,Rare Books,"£7,89"
Liberty To-Day,by C. E. M. Joad,Rare Books,"£7,09"
Mahan On Naval Warfare,by Allan Westcott (ed.),Rare Books,"£7,69"
Essentials of Social Group Work Skill,by Helen Upson Phillips,Rare Books,"£7,29"
Le Probleme de Education,by L. Dugas,Rare Books,"£5,49"
War and Armament Expenditures of Japan,by G. Ono,Rare Books,"£6,19"
"1. Schools in Receipt of Parliamentary Grants. 2. Grants Paid to School Boards Under Section 97, Elementary Education Act, 1870. 3. School Board Accounts and List of Loans. 1897-8.",by Education Department,Rare Books,"£5,49"
Reading Social Psychology,by Unstated,Rare Books,"£5,59"
"Prices: Issues in Theory, Practice, and Public Policy","by Almarin Phillips, Oliver E. Williamson (ed.)",Rare Books,"£7,29"
"A Verbatim Report, with Indexes, of the Debate in Parliament during the Progress of The Elementary Education Bill 1870 Together with a Reprint of The Act",by National Education Union,Rare Books,"£7,29"
Calendar of Papers in Washington Archives Relating to the Territories of the United States (to 1873) (Publications - Carnegie Institution of Washington),by David W. Parker,Rare Books,"£7,89"
List of Manuscripts Concerning American History Preserved in European Libraries and Noted in Their Published Catalogues and Similar Printed Lists,by David M. Matteson,Rare Books,"£6,19"
Foreign Influences in American Life,by David F Bowers,Rare Books,"£6,39"
Psychology and Mental Health: A Contribution to Developmental Psychology,by J. A. Hadfield,Rare Books,"£7,89"
The Concert of Europe,by R B Mowat,Rare Books,"£7,69"
"Diplomatic Correspondence of the United States. Inter-American Affairs 1831-1860, Volume VI: Dominican Republic. Ecuador. France. Documents 2191-2671",by William R. Manning,Rare Books,"£6,29"
Further Papers on the Social Sciences,by J. E. Dugdale,Rare Books,"£7,89"
The Battles of Alam Halfa and El Alamein,by R. C. W Thomas,Rare Books,"£4,89"
The Royal Army Service Corps (Vol. II),by R. H. Beadon,Rare Books,"£7,09"
Performer And Audience - A Psychological Study Of Nervousness And Stage Fright,by James Ching,Rare Books,"£4,89"
Admiralty Distance Tables Volume V Pacific Ocean,by Anon,Rare Books,"£6,49"
Wealth-Creation,by Augustus Mongredien,Rare Books,"£6,19"
Tourcoing,by Hilaire Belloc,Rare Books,"£5,89"
Italo Svevo,by P. N. Furbank,Rare Books,"£7,39"
The Story of the Guns.,by Sir J. Emerson Tennent,Rare Books,"£8,49"
Introduction To The Social Sciences (Minerva S.),by Maurice Duverger,Rare Books,"£5,99"
History In School; A Study of Some of its Problems,by H. Ann Drummond,Rare Books,"£5,99"
Subject Lists Of Books And Papers In The Board Of Education Library No. 3: Psychological Tests,by HMSO,Rare Books,"£5,69"
Battles of The Crimean War,by W Baring Pemberton,Rare Books,"£5,99"
The Point of Parliament,by A.P. Herbert,Rare Books,"£5,39"
The Vietnam War: Why?,by M. Sivaram,Rare Books,"£6,59"
The Second World War. Volume II. Their Finest Hour,by Winston S. Churchill,Rare Books,"£7,79"
Touching the Adventures...of Merchantmen in the Second World War,by J. Lennox Kerr,Rare Books,"£6,69"
Germany and France. A Popular History of The Franco-German War Vol II,by Elihu Rich,Rare Books,"£7,59"
The Great Democracies,by W. S. Churchhill,Rare Books,"£7,69"
J Keir Hardie,by William Stewart,Rare Books,"£7,09"
You And Your Senses,by Leo Schneider,Rare Books,"£7,89"
Pictorial War History 20th December 1939 to 13th February 1940,by Walter Hutchinson,Rare Books,"£7,09"
The Royal Navy and Allies from July 1943 to September 1944,by Kenneth Edwards,Rare Books,"£7,39"
"Three Great War Stories: The Tunnel, The Man Who Saved London, Carve Her Name with Pride",by Various,Rare Books,"£6,29"
Closing the Ring the Second World War,by Winston S. Churchill,Rare Books,"£5,49"
The Secret Capture,by R. N. Captain S. W. Roskill,Rare Books,"£6,79"
The Gathering Storm,by Agatha Christie,Rare Books,"£5,99"
Air war: Its Technical and Social Aspects,by Watson O'D Pierce,Rare Books,"£7,29"
The War: A Weekly Illustrated Survey Of The Second Great War: Vol. I.,by R. J. Minney,Rare Books,"£7,69"
The Black Camels,by Ronald Johnston,Rare Books,"£7,79"
The Psychology of Learning (Pelican books),by Robert Borger,Rare Books,"£4,89"
Belgium the Glorious: Her Country and Her People the Story,by Well-known ities,Rare Books,"£6,59"
Camp 7 Last Stop,by Hans Hellmut Kirst,Rare Books,£6.39
From Becket to Langton: English Church Government,by C. R. Cheney,Rare Books,£23.89
Spanish Conquistadors,by F A Kirkpatrick,Rare Books,£5.99
Free-Thought in the Social Sciences,by J.A. Hobson,Rare Books,£7.09
Front Line and Front Page,by David Woodward,Rare Books,£6.39
Democracy: The Threatened Foundations,by Reginald Lennard,Rare Books,£7.79
A New View of Society and Other Writings,by R. Owen,Rare Books,£6.39
Pio Nono: A Study in European Politics and Religion in the Nineteenth Century,by E. E. Y. Hales,Rare Books,£8.09
Scotland For Ever; A Gift-Book of the Scottish Regiments,by Unstated,Rare Books,£14.69
Bloody Field by Shrewsbury,by Edith Pargeter,Rare Books,£4.69
Digest of House of Lords Cases Decided on Appeal from Scotland 1709 to 1864,by John Boyd Kinnear,Rare Books,£12.29
The Bombers,by Robin Cross,Rare Books,£5.39
The New Asia,by Guy S. Metraux & Francois Crouzet,Rare Books,£6.39
The Tirpitz,by David Woodward,Rare Books,£4.59
Metropolitan Decision Processes: An Analysis of Case Studies,by M. Davis and Marvin G. Weinbaum,Rare Books,£5.89
Public Health Engineering,by Peter C.G. Isaac,Rare Books,£6.39
Canada and Mr. Diefenbaker,by Burton T Richardson,Rare Books,£6.69
Arab Socialism,by Abdel Moghny Said,Rare Books,£10.49
The Ecological Perspective on Human Affairs,by H & M Sprout,Rare Books,£5.39
What Marx Really Said,by H. B. Acton,Rare Books,£8.59
It's the People! What Really Drives Great Management and Leadership,by John A Dembitz,Rare Books,£4.79
"The American Dissent, A Decade Of Modern Conservatism",by Jeffrey Hart,Rare Books,£11.99
Motive Forces of The Mind,by Alice Raven,Rare Books,£11.69
Return of the Tiger,by Brian Connell,Rare Books,£12.09
A Year-Book of Customs,by Christine Chaundler,Rare Books,£6.39
"Limits of Liberty: Studies of Mill's ""On Liberty""",by Peter Radcliff,Rare Books,£3.89
The Problem of Noise,by F. C. Bartlett,Rare Books,£5.79
The People Of A Thousand Hills.,by Vivian Tedder,Rare Books,£4.79
"India, The Many-Storeyed House",by Irene Vongehr Vincent,Rare Books,£7.59
Anzacs Into Battle,by Tahu Hole,Rare Books,£5.39
"India's Fourth Plan, Test in Growthmanship",by K.N. Bhattacharyya,Rare Books,£4.79
The Kelly,by Kenneth Poolman,Rare Books,£5.39
A Fighting Chance,by John Ridgway,Rare Books,£4.89
Mr Wilson's War,by John Dos Passos,Rare Books,£5.89
A Speaker's Commentaries: Vol I,by James William Lowther,Rare Books,£9.99
The Mind and It's Education,by George Herbert Betts,Rare Books,£6.59
China: Her Life and Her People,"by Mildred Cable, Francesca French",Rare Books,£20.79
Winged Victory,by V.M.Yeates,Rare Books,£17.69
Latin America: Myth and Reality,by Peter R. Nehemkis,Rare Books,£4.79
The Armies of the Night,by Norman Mailer,Rare Books,£5.89
"Love, Sex, Lies and Reality",by Kemi Sogunle,Rare Books,£6.29
A History of British Socialism: One Volume Edition,by M. Beer,Rare Books,£10.19
The Psychology of Perception,by M.D. Vernon,Rare Books,£8.29
Series of Informative Pamphlets for U.S. Armed Forces in the United Kingdom - Vol IV St Andrews to York,by Various,Rare Books,£13.09
German War Birds.,by Vigilant,Rare Books,£9.39
The Commanding Heights: The Battle Between Government and the Marketplace that is Remaking the Modern World,by Joseph Stanislaw,Rare Books,£14.89
The Cradle of the War,by H. Charles Woods,Rare Books,£20.99
The Experts,by Seymour Freidin & George Bailey,Rare Books,£8.79
The Coalition and the Constitution,by Vernon Bogdanor,Rare Books,£5.89
The Air War In The Pacific Victory In The Air: The Military History of World War II: Volume 14,by Trevor Nevitt Dupuy,Rare Books,£7.39
What a Way to Run the Tribe: Selected articles 1948-1967,by James Cameron,Rare Books,£6.39
Introduction to Psychology,by Ernest Ropiequet Hilgard,Rare Books,£5.99
"Advice To Young Men And, Incidentally, To Young Women In The Middle And Higher Ranks Of Life",by William Cobbett,Rare Books,£5.89
Gorillas Were My Neighbours,by Fred George Merfield,Rare Books,£5.89
Physiology for Nurses,by W. B. Hummond,Rare Books,£7.49
The Story of the E.T.U.,by W. Stevens,Rare Books,£6.49
Woman In The Modern World,by Eva Firkel,Rare Books,£6.39
The Manners and Customs of the Modern Egyptians,by E. W. Lane,Rare Books,£8.49
Parliament From The Press Gallery,by Thomas Fanshawe Lindsay,Rare Books,£6.39
The History Of The French Revolution,by M A Thiers,Rare Books,£9.49
Nature Notes III,by Peter Brookes,Rare Books,£5.09
No Memorial,by Anthony Babington,Rare Books,£5.99
Record Of Service In The Great War 1914-18 By Members Of The Council's Staff,,Rare Books,£7.29
Roads to Power in Latin America,by Luis Mercier Vega,Rare Books,£6.19
Clive,by Rubeigh James Minney,Rare Books,£6.39
By Air to Battle,by Charles Macdonald,Rare Books,£4.89
On Four Fronts With The Royal Navy Division,by Geoffrey Sparrow,Rare Books,£8.19
The Great Leap: The Past Twenty-Five Years In America,by John Brooks,Rare Books,£7.49
Armeen Von Morgen,by A W Bode,Rare Books,£6.59
Soviet Union Illustrated Monthly. No.136,by none stated,Rare Books,£6.29
The Greatest Raid of All,by C. E. Lucas Phillips,Rare Books,£6.59
Defence Forces Review 2018,by Various,Rare Books,£4.89
The Sky's the Limit.: A Study of British Air Power.,by J. M. Spaight,Rare Books,£7.49
Adventures Ashore & Afloat,by Roger Keyes,Rare Books,£7.89
"Widows Can Be Happy: A Guide to Emotional, Social and Economic Adjustment",by Jean Z. Owen,Rare Books,£6.99
A Strong Hand At The Helm,by Vindicator,Rare Books,£6.29
"A Descriptive Catalogue of The Naval Manuscripts in the Pepysian Library at Magdalene College, Cambridge Vol.III",by J.R.Tanner,Rare Books,£8.89
No Cloak No Dagger,by Benjamin Cowburn,Rare Books,£8.09
A Modern Introduction to Psychology,by Rex Knight & Margaret Knight.,Rare Books,£5.49
Ground Staff,by A.J. Brown,Rare Books,£7.29
Recent Psychology and Evangelistic Preaching,by W. L. Northridge,Rare Books,£6.79
Finding Real Happiness,by Kenneth Hildebrand,Rare Books,£6.79
What To Do Till The Psychiatrist Comes: A Handbook For The Parents of Teen-agers,by Joseph T McGloin,Rare Books,£7.59
Conscience,by Thomas Baird,Rare Books,£5.09
History of Latin America,by Hubert Herring,Rare Books,£7.39
Who are the Guilty? A Study of Education and Crime.,by David Abrahamsen,Rare Books,£8.79
A Dictionary of Political Phrases and Allusions,by H. Montgomery P. G. Cambray,Rare Books,£8.79
The X in Mexico: Growth within Tradition,by Irene Nicholson,Rare Books,£5.99
Seven Letters on the Recent Politics of Switzerland,by George Grote,Rare Books,£9.69
Two Exiles Being a Record of the Adventures of Malvern College During the War,by H.C.A. Gaunt,Rare Books,£7.49
Theories of Child Development,by Alfred L. Baldwin,Rare Books,£6.19
Odd People. Being A Popular Description Of Singular Races Of Man,by Captain Mayne Reid,Rare Books,£8.59
Introduction Psychology,by D. R. Price-Williams,Rare Books,£5.89
Bombers Fly East,by Bruce Sanders,Rare Books,£6.69
Revolution and Recovery,by R.B. Mowat,Rare Books,£6.89
Democracy in England.,by Diana Spearman,Rare Books,£7.69
Soviet Society: A Book of Readings,by A.Inkeles & K.Geiger,Rare Books,£4.49
Pathways to Freedom,by E.D.Hoffman,Rare Books,£5.49
Republic of South Africa and High Commission Territories,by Lord Hailey,Rare Books,£4.29
A Short History of the Second World War,by Basil Collier,Rare Books,£4.49
Long Engagements: Maturity in Modern Japan,by David W. Plath,Rare Books,£7.79
The International Arena,by Stanley L. Falk,Rare Books,£6.59
Breviate of Parliamentary Papers 1917-1939,by P. Ford and G. Ford,Rare Books,£6.29
Anzio: The Gamble That Failed,by Martin Blumenson,Rare Books,£4.49
The Federal Constitution Of Switzerland,by Christopher Hughes,Rare Books,£11.19
Psychiatry and the Public Health,by G. R. Hargreaves,Rare Books,£4.49
British Orations from Ethelbert to Churchill,by Unstated,Rare Books,£4.99
"Money, Politics, and You",by Tom Iremonger,Rare Books,£3.89
Historical Records of the Herefordshire Light Infantry and Its Predecessors,by G. Archer Parfitt,Rare Books,£15.99
The House of Commons from Within,by Robert Farquharson,Rare Books,£19.69
Political Thought in England the Utilitarians From Bentham to J.s.mill (the Home University Library),by W. L. Davidson,Rare Books,£5.79
Peking and Moscow - The Uneasy Partnership of the Great Communist Powers,by Klaus Mehnert,Rare Books,£6.79
Clipped Wings,by Donald Blair,Rare Books,£18.39
Leicester in Parliament; A Record of the Use of Private Bill Legislation to Benefit and Improve the City,by J.S. Phipps,Rare Books,£11.49
Congressional Elections 1896-1944,by Cortez Arthur Milton Ewing,Rare Books,£5.89
A Source Book in The History of Psychology,by Richard J. Herrnstein,Rare Books,£6.69
Handbook of Latin American Studies: 1947 No. 13,"by Francisco Aguilera, Charmion Shelby",Rare Books,£9.99
Considerations On Representative Government,by John Stuart Mill,Rare Books,£7.39
The Best Man's Duties,by Vernon Heaton,Rare Books,£3.89
Western Political Thought. Volume 1: Plato to Augustine.,by Christopher Morris,Rare Books,£5.49
Defoe,by Jane Sutherland,Rare Books,£6.39
Society; An Introduction to Sociology,by Ely Chinoy,Rare Books,£4.99
Spearhead: The Story of the First British Corps (Signed),by Desmond Bastick,Rare Books,£4.99
The Second World War. Volume IV. The Hinge of Fate,by W. Churchill,Rare Books,£4.49
Infantry Training; Volume I - Training 1932,by England Infantry,Rare Books,£11.19
Democracy And Industry.,by Various,Rare Books,£10.09
Teach Yourself Analytical Psychology,by David Cox,Rare Books,£5.59
Suggestion and Autosuggestion,by Charles Baudouin,Rare Books,£12.99
The United States Navy,by Carroll Storrs Alden & Allan Westcott,Rare Books,£5.79
Social Dimensions Of Physical Activity,by Bryant J. Cratty,Rare Books,£4.49
Understanding Mental Health,by Robert L. Sutherland and Bert Kruger Smith (eds.),Rare Books,£4.39
"A Guide To Mental Testing, For Psychological Clinics, Schools, And Industrial Psychologists.",by R. B. Cattell,Rare Books,£5.19
To Stalingrad And Alamein.,by Strategicus.,Rare Books,£4.49
"Talking from 9 to 5: How Women's and Men's Conversational Styles Affect Who Gets Heard, Who Gets Credit, and What Gets Done at Work",by Deborah Tannen,Rare Books,£5.69
The Scientific Study of Social Behaviour,by Michael Argyle,Rare Books,£4.99
The Struggle For The Constitution,by G E Aylmer,Rare Books,£4.49
