title,author,condition,price
The Origins of Culture,by Edward Burnett Tylor,Rare Books,£7.39
Histoire de la Litterature Francaise,by Albert Noblet,Rare Books,£8.19
Neues Taschen-Wörterbuch der Englischen und Deutschen Sprache,by Frank Williams,Rare Books,£7.19
The Two Paths,by John Ruskin,Rare Books,£8.69
Strong's Practical Guide to Searches On Dealings With Land,by C.H. Oliver,Rare Books,£7.49
Manual of Business Training,by A. Stephen Noel,Rare Books,£5.99
Broilers: Production and Management,by Eric F. Golden,Rare Books,£8.69
"The Living Things Around Us ... Biology for Beginners, etc",by T.J.S.Rowland,Rare Books,£5.89
Year of Strangers,by Yoi Pawlowska,Rare Books,£8.09
Modern Fruit Growing,by W. P. Seabrook,Rare Books,£6.09
S.O.S. A Book of Sea Adventure,by David Masters,Rare Books,£6.59
Ciba Foundation Colloquia on Endocrinology: Vol IV: Hormonal Factors in Carbohydrate Metabolism,by G. E. W Wolstenholme,Rare Books,£7.79
Watchings,by W. R. Calvert,Rare Books,£6.79
Engines To-Day,by J. Harrison,Rare Books,£5.89
"The Vintage Car, 1919-1930",by T. R. Nicholson,Rare Books,£6.19
Henry James: The Creative Process,by Harold T. McCarthy,Rare Books,£6.99
Pilot and Plane.,by F.V. Monk & H.T. Winter,Rare Books,£6.49
Boda The Buffalo and Other Tales,by Cecil Lang,Rare Books,£7.19
Famous Locomotives of The World,by C Hamilton Ellis,Rare Books,£5.69
Community Organization: Theory and Principles,by Murray G. Ross,Rare Books,£7.19
All About Nelson,by A. B. C Whipple,Rare Books,£5.89
The Care and Breeding of Budgerigars,by A. Rutgers,Rare Books,£5.79
Babies and Young Children,by R. Illingworth & C. Illingworth,Rare Books,£8.59
Chess by Yourself,by Fred Reinfeld,Rare Books,£8.19
Happy And Glorious!,by Marion Crawford,Rare Books,£7.99
Indoor Pastimes For Profit And Pleasure,by Unstated,Rare Books,£7.29
America Comes of Age: a French Analysis,by Andre Siegfried,Rare Books,£7.99
Antarctic Adventurers,by none stated,Rare Books,£6.19
The Hundred Best Tricks,by J C Cannell,Rare Books,£6.39
Der braunschweiger dom und seine buildwerke,by Martin Gosebruch,Rare Books,£5.99
Lay Thoughts of a Dean,by W.R. Inge,Rare Books,£6.39
A Bibliography of Arthur Waley,by Francis A. Johns,Rare Books,£6.19
Varied Deceptions,by Milbourne Christopher,Rare Books,£7.39
Magic Afoot,by Horace Bennett,Rare Books,£4.89
"George Eliot, a Study",by J. Lewis May,Rare Books,£5.89
Voss Kunstbilder - Sammelalbum - Das Tierreich - Band III - german,by Hinrich Voss,Rare Books,£5.39
Sayer & Bennetts Catalogue of Prints for 1775,by .,Rare Books,£6.69
Crabb's English Synonymes,by George Crabb,Rare Books,£8.79
Farming the Sea. First Steps Into Inner Space,by Alexander McKee,Rare Books,£7.79
Be Your Own Weatherman: A Book On Practical Weather Forecasting For The Outdoor Enthusiast,by Charles Gibson,Rare Books,£7.99
Mechanics of Machine Vol 1,by H. E. Barnacle,Rare Books,£7.79
Lord Melbourne's Papers,by Lloyd C. Sanders,Rare Books,£7.89
Anglican Church in South Africa,by Peter Hinchliff,Rare Books,£6.99
Decorative Styles And Periods In The Home,by Helen Churchill Candee,Rare Books,£8.89
Senior Botany,by F. Cavers,Rare Books,£5.69
Be Sure You Agree,by R.W.Bell,Rare Books,£8.59
Accident Prevention Administration (Mcgraw-Hill Industrial Organization And Management Series.),by Frederick G. Lippert,Rare Books,£13.49
The Civic Reader,by J. H. Stone and B. Jonson,Rare Books,£20.49
Scottish School Humour,by Charles W.Thomson,Rare Books,£8.39
Ideas Into Action: A Plea and Plan For Teamwork,by Patrick Clavell Blount,Rare Books,£8.09
Backchat in 4 Languages,by H.N.Westron & A.T.Pilley,Rare Books,£11.89
Activity Methods for Children Under Eight,by Marion Anderson et al,Rare Books,£5.59
Human Conduct: An Introduction to the Problems of Ethics,by John Hospers,Rare Books,£4.99
Problems in Education: A Comparative Approach,by B. Holmes,Rare Books,£12.59
What's Who?: A Dictionary of Things Named After People and the People They are Named After,by Roger Jones,Rare Books,£14.29
And Now All This,"by W.C. Sellar, R.J. Yeatman",Rare Books,£18.79
Erasmus & Luther: Their Attitude to Toleration,by Robert H. Murray,Rare Books,£14.29
Measuring Pupil Achievement and Aptitude,by C. M. Lindvall,Rare Books,£8.39
English Judge (Hamlyn Lecture Series),by Henry Cecil,Rare Books,£10.19
Teaching Basic Behavioural Principles,"by A.C.M. Capie, et al.",Rare Books,£5.09
Report of the Consultative Committee on Psychological Tests of Educable Capacity and their Possible Use in the Public System of Education,by Various,Rare Books,£4.99
"The Background of English Literature, Classical & Romantic, and Other Collected Essays & Addresses",by Herbert Grierson,Rare Books,£3.99
Things Everyone Wants to Know,by Unstated,Rare Books,£7.79
Introduction to Accounting,by Harold C.Edey,Rare Books,£15.09
The Best Man's Duties,by Vernon Heaton,Rare Books,£3.99
Plant Portraits and Plant Names First Series A-K,by A. J. Macself,Rare Books,£11.19
Introductory Chemistry,by L.Hoeagland Meyer,Rare Books,£5.99
Every Child's Book of Dance and Ballet,by A.H. Franks (Ed.),Rare Books,£5.79
"Southport, N.U.T. Conference Souvenir",by G. Davies Watkins,Rare Books,£16.29
Lose the Gum,by Tamara Lashchyk,Rare Books,£5.39
Chemist Windows,by Unstated,Rare Books,£15.89
The Integrity of the Personality,by Anthony Storr,Rare Books,£21.49
Strategy for Survival,by Wayland Young,Rare Books,£7.99
Pulling Together,by John J.Murphy,Rare Books,£7.19
An A.B.C. Of English Usage.,by H.A.Treble & G.H.Vallins,Rare Books,£7.09
A Hundred English Essays,by Rosalind Vallance (Ed.),Rare Books,£7.09
British Polar Explorers,by Admiral Sir Edward Evans,Rare Books,£9.99
The Great Siege,by Ernle Bradford,Rare Books,£9.19
Improve Your German,by S. J. W. Salame,Rare Books,£4.49
School: a Book for Parents,by H. C. A. Gaunt,Rare Books,£7.09
Secretarial Duties,by John Harrison,Rare Books,£5.99
An Introduction to Blood Group Serology,by K E Boorman & B E Dodd,Rare Books,£8.39
"Catalogue of the Books, Manuscripts, Works of Art, Antiques and Relics at Present Exhibited in Shakespeare's Birthplace.",by Frederick C.Wellstood (Ed.),Rare Books,£7.49
British Boxing,by Denzil Batchelor,Rare Books,£8.29
Actinotherapy Technique,by Sir Henry Gauvain,Rare Books,£7.09
General Mathematics: Supplementary Volume,by Clement V. Durell,Rare Books,£6.49
Impact of Computers on Accounting,by T W McRAE,Rare Books,£7.09
Meteorology for Seamen,by Cecil Ritchie Burgess,Rare Books,£10.09
John Fowles: Magus and Moralist,by Peter Wolfe,Rare Books,£14.49
Builders' Estimating Simply Explained Metric Edition,by John A Milne,Rare Books,£7.39
"Round the Club-Room Fire: Informal Talks for Youth Clubs on Problems of Work, Leisure and Relationships",by E H Hayes R G Martin (Eds.),Rare Books,£6.49
Speaking of the Famous: An Anthology of Spoken Esteem,by A F Scott,Rare Books,£6.49
The Secret Of The English,by Jean Bailhache,Rare Books,£13.39
Points of View: Vol. II,by Viscount Birkenhead,Rare Books,£5.99
The Rent Acts,by Robert Edgar Megarry,Rare Books,£7.99
A Sketch Of Modern Geography For Use Of Schools,by Samuel Butler,Rare Books,£21.59
Aquarium Hygiene (Aquarium Paperbacks),by Hellmuth Wachtel,Rare Books,£4.69
Maceachen's Gaelic - English Dictionary; Faclair Caidhlig is Baurla Le Eoghainn Mac Eachainn,by Evan Maceachen (Eoghainn Mac Eachainn),Rare Books,£26.69
Archaeologia Oxoniensis,by Anon,Rare Books,£23.89
Hubert Phillips Asks You,by Hubert Phillips,Rare Books,£7.59
Rubber; Production And Utilisation Of The Raw Product,by H. P. Stevens and Clayton Beadle,Rare Books,£6.99
My Sister and I.,by Friedrich Wilhelm Nietzsche,Rare Books,£14.29
Modern Bidding and the Acol System,by Terence Reese,Rare Books,£6.59
The Harvey Lectures; Series 64,"by J.L. Gowans, et al",Rare Books,£15.99
The Great Schoolmen of The Middle Ages,by W. J. Townsend,Rare Books,£11.99
The Palace of the Popes at Avignon,by Sylvan Gagniere,Rare Books,£8.19
India In 1932-33,by Unstated,Rare Books,£9.99
Imperium et Libertas,by Bernard Holland,Rare Books,£7.99
English Life and Leisure,by B. Seebohm Rowntree and G. R. Lavers,Rare Books,£6.99
Canasta: The Exciting New Card Game,by Ottilie Holstein Reilly,Rare Books,£4.69
Factory Organization and Management,by N.F.T. Saunders,Rare Books,£7.39
The Textile Manufacturer Year Book 1926,by None Stated,Rare Books,£11.99
Jeanne D'Arc,by Jules Michelet,Rare Books,£9.09
What Shall I Read Next?: A Personal Selection of Twentieth Century English Books,by F. Seymour Smith,Rare Books,£6.69
The Conduct of Life Nature and Other Essays,by R.W. Emerson,Rare Books,£11.99
A New German-English Dictionary,by F.C.Hebert,Rare Books,£9.99
Good Health and Happiness,by J. Ellis Barker,Rare Books,£27.19
"Jackson's Agricultural Holdings Being the Agricultural Holdings Acts, 1908 - 1921",by W. Hanbury Aggs,Rare Books,£7.99
Bridge.,by Terence Reese,Rare Books,£4.19
The Hump,by J. Barnard,Rare Books,£5.09
"Modern Stories; The Children's Hour, Volume VIII",by Unstated,Rare Books,£6.99
Craftwork In Wood,by Edgar H. Heelas,Rare Books,£7.89
Biology By Discovery,by Ethel Green,Rare Books,£5.99
Exploring Historic Britain,by Arthur Gaunt,Rare Books,£5.39
Painting for Amateurs,by J.H. Ousbey,Rare Books,£6.09
Woman: Man's Equal?,by Adolphe Abrahams,Rare Books,£17.89
Trade Associations and Insutrial Co-Ordination,by W. Tudor Davies,Rare Books,£6.09
The Spanish Inquisition,by C T Gorham,Rare Books,£6.89
The Great Tradition,by F. R.Leavis,Rare Books,£4.79
O Level Tests in German,by J.R. Foster,Rare Books,£4.19
Cicero (Greece & Rome),by A.E.Douglas,Rare Books,£4.19
Spicer & Pegler's Practical Book-Keeping and Commercial Knowledge,by W.W.Bigg H.A.R.G.Wilson A.E.Langton,Rare Books,£6.69
North Sea Oil - The Great Gamble,by Bryan Cooper & T. F. Gaskell,Rare Books,£7.99
Window Blinds,by Paul N Hasluck,Rare Books,£20.29
Readings in Ethics,by J F Leibell,Rare Books,£11.99
"Voice, Speech, and Gesture: Practical Handbook to the Elocutionary Art",by Various s,Rare Books,£11.99
History the Teacher,by Frederick. J. Gould,Rare Books,£7.39
Our Wonderful World Of To-Morrow,by Proffessor A. M. Low,Rare Books,£8.39
The Atlantic Ocean: Bridge Between Two Worlds,by F. George Kay,Rare Books,£7.99
Reassurance and Relaxation,by T. Rippon,Rare Books,£9.89
Saint Patrick the Travelling Man: the Story of His Life and Wanderings,by Winifred M. Letts,Rare Books,£4.99
"Irish Coast Pilot, N. P. N° 40",by Collectif,Rare Books,£5.49
Getting on in the World,by William Mathews,Rare Books,£11.39
"A New Pocket-Dictionary and Vocabulary of the English, Flemish and French Languages, in Three Parts - Second Volume","by WM. Sewel, J. Holtrop & TH. Berry",Rare Books,£13.29
Die Radierung,by Max J. Friedlander,Rare Books,£5.69
Belloc Essays,by Anthony Forster (Ed.),Rare Books,£10.59
What's New In Magic,by Walter B. Gibson,Rare Books,£6.89
Laboratory Glass-Working for Scientists,by A.J.B.Robertson,Rare Books,£13.49
Come to my Party,by Margaret Epp,Rare Books,£5.49
Consciousness and Society,by H. Stuart Hughes,Rare Books,£6.89
Nothing to Win But the World: Missions at the Crossroad,by Clay Cooper,Rare Books,£10.39
Essay and Essayists,by Compiled and  Henry Newbolt,Rare Books,£8.39
This Is The Victory.,by Leslie D. Weatherhead,Rare Books,£9.59
The Best of Lamb,by E.V.Lucas,Rare Books,£13.89
The English Spelling Book Critically Revised and Amended,by William Mavor,Rare Books,£8.99
How to Make Love in Five Languages,by D. Lilly,Rare Books,£18.49
The Possibilities of Life: Life's Mysteries and their Practical Solution,by Andrew Melville,Rare Books,£15.59
Linguistics Today,by Archibald A. Hill,Rare Books,£7.59
Conduct Public Meetings,by J. Hunt Cooke,Rare Books,£6.49
My Story,by Sheelagh O'Flynn,Rare Books,£13.49
Women an Analytical Study,by Richard Curle,Rare Books,£6.49
The Young Sailor. (The Young Sailor. With 19 Photographs And 61 Line Illustrations),by Guy Pennant,Rare Books,£13.19
Research Papers of the British Ceramic Research Association and British Ceramic Abstracts Volume XIV 1961,by Various s,Rare Books,£14.79
Creed or Common Sense,by Charles Jeffries,Rare Books,£6.49
The Miltonic Setting Past & Present,by E. M. W. Tillyard,Rare Books,£6.49
The Elements of Coordinate Geometry: Part I,by William Briggs & G.H.Bryan,Rare Books,£13.19
Secrets,by Sue Torr MBE,Rare Books,£6.79
Amos Intolerable: His Table-Talk,by Richard Mallett,Rare Books,£6.69
How to Train the Memory,by H. Ernest Hunt,Rare Books,£5.89
British and American English Since 1900,by Eric Partridge & John W. Clark,Rare Books,£12.59
Analysis of a Simple Salt,by William Briggs and R. W. Stewart,Rare Books,£17.19
Planers and Planing,by Sydney Lister,Rare Books,£8.49
Mammals of Borneo. Field Keys and an Annotated Checklist,by Lord Medway,Rare Books,£21.29
Gray Dawn: How the Coming Age Wave Will Transform America - and the World,by Peter G. Peterson,Rare Books,£19.09
Paper And Paper-Making,by F.H. Norris,Rare Books,£15.69
Adolescence,by CM Fleming,Rare Books,£7.79
Historical Lights: Six Thousand Quotations,by Rev. Charles E. Little,Rare Books,£17.29
The Kon-Tiki Expedition,by Thor Heyerdahl,Rare Books,£7.09
More About the Sex Factor in Marriage; A Sequel to the Sex Factor in Marriage,by Helena Wright,Rare Books,£6.49
Diwygwyr Cymru,by Beriah Gwynfe Evans,Rare Books,£7.39
Clay Pigeon Marksmanship,"by Percy Stanbury, G.L. Carlisle",Rare Books,£8.19
Greek Lives From Plutarch,by C. E. Byles,Rare Books,£10.39
Gastronomic Pleasures: A Literary Retrospect of a Few Notable Feasts,by Graham Reynolds,Rare Books,£4.99
A Catalog of Modern World Coins,by Richard S Yeoman,Rare Books,£10.59
Errors in the Use of English,by William B. Hodgson,Rare Books,£12.49
The Egg and I,by Betty MacDonald,Rare Books,£17.99
The Tennyson Birthday Book,by Unstated,Rare Books,£10.19
Un-Comfortable Words,by Joost De Blank,Rare Books,£4.89
Some Historic Coats of Arms,by C.W.Scott-Giles (),Rare Books,£17.09
E.M.Forster (Literature in Perspective S.),by Martial Rose,Rare Books,£8.39
A Short History Of French Literature,by I.C.Thimann,Rare Books,£9.29
"French Literature and its Background: The Eighteenth Century, Volume 3",by John Cruikshank (ed.),Rare Books,£6.29
The Story of jJournalism,by Elizabeth Grey,Rare Books,£7.49
The Pony Club Book No. 13,by Alan Delgado (Ed.),Rare Books,£6.79
"The New Home Medical Encyclopedia: Volume I, A through C",by Samuel L. Andelman,Rare Books,£8.09
"Field And Farm: Essays Now First Collected, With Some From MSS",by Richard Jefferies,Rare Books,£14.79
Buzan's Book of Mental World Records,by Tony Buzan & Ray Keene,Rare Books,£15.29
Emotional Problems of Living,by O. Spurgeon English & Gerald H. J. Pearson,Rare Books,£10.29
Masters of English Poetry,by Percy Marshall,Rare Books,£6.29
Land Forms and Life. Short Studies of Topographical Maps,by C.C.Carter,Rare Books,£8.09
Tipping the Scales,by Henry Cecil,Rare Books,£6.09
Photography in Commerce and History,by A.Faulkner Taylor,Rare Books,£21.89
The Calendar of the University of Nottingham: Session 1959-60,by Unstated,Rare Books,£10.79
Nugent's Pocket Dictionary of the French and English Languages; in Two Parts,by J.C. Tarver,Rare Books,£15.79
Mobinomics: Mxit and Africa's Mobile Revolution,by Alan Knott-Craig,Rare Books,£9.69
Porcelain,by Eileen Aldridge,Rare Books,£4.49
There's Freedom for the Brave ~ an Approach to World Order,by Paul McGuire,Rare Books,£6.39
Buying or Selling a House,by Michael Llewelyn,Rare Books,£4.79
Education and the Imagination,by Ruth Mock,Rare Books,£6.19
Speech for Life,by Christabel Burniston,Rare Books,£7.49
More Garden Birds of Southern Africa,by Peter Ginn & Geoff McIlleron,Rare Books,£6.19
Scottish Abbeys,by Stewart Cruden,Rare Books,£7.19
Principles of Market Research,by A. H. R. Delens,Rare Books,£8.29
Roman London A.D. 43-457.,by Gordon Home,Rare Books,£18.59
At Your Service: A Consumer's Guide to the Service Trades and Professions,by E.Gundrey,Rare Books,£4.49
Elementary Coal-mining,by George L. Kerr,Rare Books,£7.69
Mathematical Drawing.,"by Minchin, Dale",Rare Books,£14.19
How Shakespeare Spent the Day,by Ivor Brown,Rare Books,£7.99
"Early Modern Europe, from about 1450 to about 1720",by SIr George Clark,Rare Books,£5.59
The Art of Interior Design and Decoration.,by John M.Holmes,Rare Books,£8.09
Let's Go Outdoors,by Harriet E. Huntington,Rare Books,£6.19
Nature Interlude: a Book of Natural History Quotations,by Eugene F. Linssen (Ed.),Rare Books,£6.79
Essays of Elia,by Charles Lamb,Rare Books,£6.99
Writing in England Today,by Karl Miller (ed.),Rare Books,£6.79
The Deep Six,by R.G. Edwards,Rare Books,£6.79
Glaucon,by M V C Jeffreys,Rare Books,£6.29
A Cast of Lions,by Carl Foreman,Rare Books,£9.89
Above Head Height: A Five-A-Side Life,by James Brown,Rare Books,£5.69
The Business of Authorship,by Charles Campbell,Rare Books,£9.09
A Sussex Christmas,by None Stated,Rare Books,£9.09
Livestock Improvement in Relation to Heredity and Environment,by J. E. Nichols,Rare Books,£8.89
The Romance Of Words,by Ernest Weekley,Rare Books,£8.49
Pictorial Plant Propagation,by G.F.Gardiner,Rare Books,£6.29
Schatzki & Coffey; Negotiation the Art of Getting What You Want,by Michael Schatzki,Rare Books,£7.39
Warne's Discount and Commission Tables,by W. J. Gordon,Rare Books,£5.69
Ten Lunar Months,by Jane Cabot Reid,Rare Books,£6.79
Very Fine Company,by Jo Heriot,Rare Books,£6.19
"Tradition in the Making of Modern Poetry, Volume I",by Howard Sergeant,Rare Books,£6.79
The Art of Record Buying 1964,by Unstated,Rare Books,£8.69
The Family Is Not Broken (Living Church Books),by G. R. Dunstan,Rare Books,£4.99
Die Rekonstruktion der Umdruckblocks der rumänischen Briefmarkenausgaben von 1866 -1872. Fur das Sammeln von Umdrucktypen,by H. Birnbach,Rare Books,£7.19
My Way How I Train For Success,by Mary King,Rare Books,£7.39
Suburban Sketches,by W. D. Howells,Rare Books,£7.69
A Handbook of the Law Relating to Landlord & Tenant,by Benaiah W. Adkin,Rare Books,£6.69
One Word And Another: A Book Of Synonyms With Explanations And Examples,by V.H. Collins,Rare Books,£7.89
The Meteorological Magazine Volume 60 - 1925,,Rare Books,£6.79
Eight Nation Makers: Southeast Asia's Charismatic Statesmen,by Willard Anderson Hanna,Rare Books,£7.39
Time Past and Time Present Book 2,by Anthony J. C. Kerr,Rare Books,£6.99
Applied Mechanics,by None Stated,Rare Books,£7.79
The Mitford Archives Vol II,by Francis W. Steer,Rare Books,£6.79
Ships Under Sail,by Gordon Grant,Rare Books,£7.79
An Intelligent Person's Guide to Modern Medicine,by Ann Dally,Rare Books,£8.39
Applied Perspective,by John M. Holmes,Rare Books,£5.49
An Introduction to Pharmacology,by J. J. Lewis,Rare Books,£6.39
A Day With Wolfgang Amadeus Mozart,by May Byron,Rare Books,£6.29
Sailing the World's Edge,by Thomas Dunbabin,Rare Books,£7.89
This I Recall,by Arnold Levy,Rare Books,£6.09
A Practical Approach to French - Book Three,by S. A. Richards,Rare Books,£7.39
The Education of Hearing-Handicapped Children,by T. J. Watson,Rare Books,£6.99
Small Scale Physical Chemistry,by P. J. Hills,Rare Books,£5.29
"The Friend, Volume II",by Samuel Taylor Coleridge,Rare Books,£6.79
"Wordsworth, Shelley, Keats, and Other Essays",by David Masson,Rare Books,£7.39
Wellington Road,by Margaret Lassell,Rare Books,£6.99
The Story of English Literature: Vol. III: Nineteenth Century,by E.W. Edmunds,Rare Books,£6.79
The New Public Health,by Fred Grundy,Rare Books,£6.89
How to Say It in Greek,by Mrs P. Constantinou,Rare Books,£5.89
A Manual of the Timbers of the World: Their Characteristics and Uses.,by Alexander L. Howard,Rare Books,£6.99
The Colliery Managers' Examinations Handbook,by J. D. Jenkins,Rare Books,£7.39
A Treatise on Geometrical Conics. In Accordance with the Syllabus of the Association for the Improvement of Geometrical Teaching.,by A.Cockshott & Rev.F.B.Walters,Rare Books,£5.89
Members Annual Handbook 1956,by Unstated,Rare Books,£6.29
Finding Out How it Works,by George Low (ed.),Rare Books,£5.19
Festival of Remembrance - Usher Hall 1933,by Unstated,Rare Books,£5.49
The Problem Child At Home,by Mary Buell Sayles,Rare Books,£7.39
Mechanics of Solids and Fluids,by R.R. Long,Rare Books,£7.39
The Preservation of Timber,by W.P.K. Findlay,Rare Books,£5.69
Graziella,by Alphonse de Lamartine,Rare Books,£8.39
Parent and Child,by Edward Wrigley Braithwaite,Rare Books,£7.19
University Physics,by FC Champion,Rare Books,£6.79
Mental Tests,by Philip Boswood Ballard,Rare Books,£6.49
"Essays, Historical and Literary",by Lord Macaulay,Rare Books,£6.89
Second Congress of the Federation Internationale de la Precontrainte: Amsterdam 1955,by none stated,Rare Books,£7.69
Atomic Submarines,by Norman Polmar,Rare Books,£8.79
That Imaginative Gentleman don Quijote de a Mancha,by Miguel De Cervantes Saavedra,Rare Books,£7.39
"Abrege de L'Histoire Universelle, Ancienne et Moderne, A L'Usage de la Jeunesse, Tome Septieme, Huitieme & Neuvieme",by Unstated,Rare Books,£7.29
"Abrege de L'Histoire Universelle, Ancienne et Moderne, A L'Usage de la Jeunesse, Tome Cinquieme & Sixieme",by Unstated,Rare Books,£7.19
The Last Arcadian,by St. John Lucas,Rare Books,£29.49
The Life of the Ant,by Maurice Maeterlinck,Rare Books,£9.69
"The Character Of A Convent Displayed In The Awful Disclosures Of Maria Monk Being A Narrative Of Her Sufferings During A Residence Of Five Years As A Novice And Two Years As A Black Nun, In The Hotel",by Maria Monk,Rare Books,£15.09
Fifty Years: Memories and Contrasts : a Composite Picture of the Period 1882-1932,by George Macaulay Trevelyan,Rare Books,£8.19
Daily Life Mathematics Book One,by P. F. Burns,Rare Books,£13.79
Chesapeake Bay: A Pictorial Maritime History,by M. V. Brewington,Rare Books,£27.69
Commander Campbell's Scrapbook,by Commander Campbell,Rare Books,£6.09
Saturday Book 16,by Various s,Rare Books,£6.99
Some Notes On Lifemanship: With A Summary Of Recent Researches In Gamesmanship,by Stephen Potter,Rare Books,£6.89
The World That Works,by George West,Rare Books,£6.89
Everyman's Dictionary of Music,by Eric Blom,Rare Books,£8.89
The Dictionary of National Biography: The Concise Dictionary Part II 1901-1950,by None Stated,Rare Books,£10.49
"Lectures and Notes on Shakespeare, and Other Dramatists",by S.T.Coleridge,Rare Books,£28.09
The Good New Days,by Marjorie and C.H.B.Quennell,Rare Books,£9.09
About Books for Children,by Dorothy Neal White,Rare Books,£8.09
Rochester the Making of a University,by Jesse Leonard Rosenberger,Rare Books,£9.59
Engines (Aeroplane Maintenance Operation Series),by Edward Molloy (Editor),Rare Books,£8.39
Management Applied to Architectural Practice,"by Brunton, Baden Hellard & Boobyer",Rare Books,£19.09
The Technology of Fish Utilization: Contributions from Research,by Rudolf Kreuzer,Rare Books,£24.99
Bee-Keeping For Beginners,by I. H. Jackson,Rare Books,£6.89
Teach Your Child To Be Handy,by Guy R. Williams,Rare Books,£14.49
Intermediate Inorganic Chemistry,by J. W. Mellor,Rare Books,£9.19
The Canoeing Manual,by Noel McNaught,Rare Books,£6.09
The Bird Table Book,by Tony Soper,Rare Books,£6.69
Madam How And Lady Why Or First Lessons In Earth Lore For Children,by Charles Kingsley,Rare Books,£16.89
Drama And Life.,by A.B. Walkley,Rare Books,£18.69
"A Simple, Decent Place to Live",by Millard Fuller,Rare Books,£10.49
American Names,by Henery Gannett,Rare Books,£20.99
Florence Nightingale,by D. Lammond,Rare Books,£17.29
Polish Profile,by Virgilia Sapieha,Rare Books,£24.99
Story Key To Geographic Names,by Oskar Dietrich Von Engeln,Rare Books,£17.89
Trees and Shrubs of the British Isles,by W J Stokoe (),Rare Books,£6.29
All About Ships,by T. Carrington Birch,Rare Books,£5.49
Basic Seamanship,by Peter Clissold,Rare Books,£17.19
"La Litterature Francaise Par La Dissertation, Tome I, Le Dix-Septieme Siecle",by M. Roustan,Rare Books,£11.19
Wonders Of World Aviation Part 3,by Various s,Rare Books,£5.39
How to Collect Old Furniture.,by Frederick Litchfield,Rare Books,£7.49
Aeneidos: Liber Octavus,by Vergili Maronis L.D. Wainwright (Ed.),Rare Books,£8.29
Pike: How to Catch Them,by A. L. Ward,Rare Books,£10.99
Your Voice Personality,by Loraine Osborn,Rare Books,£19.69
Building: The Evolution Of An Industry.,by P. Morton Shand,Rare Books,£9.69
The Makers Of English Fiction,by W J Dawson,Rare Books,£6.99
The Magic of Numbers,by Robert Tocquet,Rare Books,£21.79
Enjoying Reading,by W. Murray,Rare Books,£7.89
A Reading of Proust,by Wallace Fowlie,Rare Books,£7.49
Budgerigars,by Cyril H.Rogers,Rare Books,£5.99
A History of English Education from 1760,by H.C. Barnard,Rare Books,£8.89
Abinger Harvest,by E. M. Forster,Rare Books,£6.59
Adhesive Materials,by Irving Katz,Rare Books,£20.59
Much Ado About Something,by Sonja Zulauf,Rare Books,£7.59
Joyce,by S.L. Goldberg,Rare Books,£4.49
Swift,by C.J. Rawson (ed.),Rare Books,£5.39
One-Upmanship,by Stephen Potter,Rare Books,£4.29
The Great Cars.,by Ralph Stein,Rare Books,£6.49
Playing String Quartets,by A.Page,Rare Books,£6.39
Chemical Warfare: A Study in Restraints,by Frederic Joseph Brown,Rare Books,£21.39
Italy: Development and Crisis in the Post-War Economy,by Gisele Podbielski,Rare Books,£17.79
Planning for Health Education in Schools (United Nations Educational Scientific and Cultural Organisation. Source Books on Curricula and Methods;No.2),by C E Turner,Rare Books,£7.79
Moeurs et coutumes des musulmans.,by Gautier,Rare Books,£8.29
Structure And Change In Indian Society,by Milton Singer & Bernard S. Cohn (Editors),Rare Books,£8.09
Elementary Art Teaching: an Educational and Technical Guide for Teachers and Learners.,by Edward R. Taylor,Rare Books,£24.69
Studies in English Idiom,by G. Brackenbury,Rare Books,£9.89
The Cradle And Home Of The Hosiery Trade 1640-1940,by Arthur J. Pickering,Rare Books,£19.49
Teaching Science to the Ordinary Pupil,by K. Laybourn & C. H. Bailey,Rare Books,£6.89
A Charm of Names,by Ivor Brown,Rare Books,£6.39
The New Pocket Dictionary of the English and German Languages,by Various,Rare Books,£28.69
Judo (Collins Nutshell Books),by R Bowen H.M.Hodkinson,Rare Books,£8.79
Collected Papers on Metallurgical Analysis by the Spectrograph,by D. M. Smith (Ed.),Rare Books,£8.59
The Language and Mental Development of Children,by A. F. Watts,Rare Books,£14.09
Dynamics of Curriculum Improvement (Education series),by Philot Pritzkau,Rare Books,£9.39
Old English Furniture,by Therle Hughes,Rare Books,£7.79
A Journey to Station X,by Michael A. Kushner,Rare Books,£17.09
Ultra-fine Structure of Coals & Cokes,by Unstated,Rare Books,£9.89
Look and Learn Book 1969,by None stated,Rare Books,£8.69
"The Thames; An Eating, Drinking and Cruising Guide",by L. R. Munk,Rare Books,£5.49
"Royal London Ophtalmic Hospital: Report for the Year ended 31st December, 1930",by Unstated,Rare Books,£12.69
The Story of The Weather,by George F.Chambers,Rare Books,£7.39
The Observer's Book of Aircraft,by William Green (Compiler),Rare Books,£6.59
Die Schonen Von Monmartre,by Pierre Mariel,Rare Books,£9.29
Begging for Change,by Jennifer Gaze,Rare Books,£4.79
Uranium and Nuclear Energy: 1980. proceedings of the Fifth International Symposium held by The Uranium Institute.,by Jan Murray,Rare Books,£18.19
Manual of Milk Products,by William A. Stocking,Rare Books,£18.89
Advertising And Public Relations: A Four Language Dictionary And Glossary Of Terms,by Derek Townsend,Rare Books,£6.89
Dosemeters For X-Ray Diagnosis,by K. Reinsma,Rare Books,£17.19
Anecdotes Of The Right Honourable W.E. Gladstone By An Oxford Man,by Anonymous,Rare Books,£7.39
